genes	const_pval	sex	age	bmi	p_value	beta_coef	std_err	fdr_bh_adj_pval
PNOC	3.086400546619257e-19	0.9874623151442117	0.5382054497226456	0.5371247745942043	0.04329220745085068	-0.05595243037331607	0.02731686380662349	0.9716331522096954
PDCD4	4.395402517976123e-17	0.7294513629343322	0.8805418100311637	0.28003513395762647	0.04330290729613294	0.07982121400414299	0.03897201843018284	0.9716331522096954
AXDND1	3.0022406826091796e-18	0.6755171142671323	0.7281128512301667	0.37326959136522364	0.04331812645891389	-0.10380347985586272	0.05068491806899018	0.9716331522096954
STXBP4	2.558402943523732e-15	0.7672237617570768	0.9483452929834411	0.5952975578838372	0.043327362069164176	0.09670080404061387	0.04721896870073174	0.9716331522096954
COL5A3	3.101702068700861e-15	0.882569325408043	0.9362473358717591	0.3808979665270784	0.043565208248258616	-0.1838897255037898	0.08989739442138886	0.9716331522096954
GTPBP3	6.769171008370638e-17	0.9030370451752924	0.89298892302007	0.2868889704096015	0.043583422211942564	0.08063020938440528	0.03942084149549927	0.9716331522096954
CTNNB1	5.156087471957056e-19	0.8050269928118673	0.9328961381780025	0.5423356011141447	0.04363567768453809	-0.07959669894991425	0.03892543303796944	0.9716331522096954
ATP6V1B1	2.558975185683417e-13	0.8719075760464774	0.4576908977673907	0.3436205555524249	0.04376244832010781	0.1178691666449565	0.057677419571054725	0.9716331522096954
ROR2	5.471695526262632e-12	0.7466153161524105	0.7137889951675499	0.6239867950794018	0.043817964718738514	0.09236949958263263	0.04521172350134117	0.9716331522096954
TEPP	7.497106108631594e-19	0.8574799824033607	0.8896605506437453	0.5893533313402965	0.04386742138330875	-0.06827982380221082	0.03342865402456332	0.9716331522096954
METTL15	4.574937335995369e-16	0.6900825731141582	0.6623921608468155	0.3106319759227502	0.04388435272537535	0.06126147701493917	0.02999504777235722	0.9716331522096954
TNFAIP8L2-SCNM1	1.3235979879891407e-16	0.7908133692374443	0.8456183618692378	0.3532171787112386	0.04389642976845444	0.06674045331488385	0.03267959243437184	0.9716331522096954
CYFIP2	1.7016962757756224e-18	0.9159884414243127	0.7659447613270155	0.5763984511570326	0.0439500290930382	-0.1396130636147367	0.06837953503622879	0.9716331522096954
RNF151	2.2909753156693006e-16	0.887429933635044	0.658526439572328	0.7040292752611669	0.043997000503435954	0.05117704403258934	0.025071129095739778	0.9716331522096954
CCDC121	1.278905647083474e-18	0.978699356719024	0.9996881356707761	0.21140506521871497	0.0440233089008697	-0.08312354908599784	0.04072658303102673	0.9716331522096954
LILRA2	2.879233146611468e-19	0.8371748525515321	0.6561557966585567	0.5622436599513536	0.04407201665299824	-0.13336163084700986	0.06535622175277297	0.9716331522096954
ARSB	5.393831688714381e-19	0.6175945931503519	0.6960129253278282	0.40290718798710967	0.044283047606012746	-0.05781409022652073	0.028361646758259907	0.9716331522096954
BID	4.38335492992901e-19	0.8143302245956698	0.9409317183735681	0.37508770826188365	0.044371844194653884	-0.1304384992410861	0.06401606800741882	0.9716331522096954
CUEDC2	2.322466301819176e-16	0.9244136066690574	0.6893327782557415	0.41553538292937553	0.0443989794734994	0.05070971896915819	0.024890351565415646	0.9716331522096954
ZNF391	2.737177458286142e-16	0.7858139274316804	0.7106979328219498	0.5012842223073117	0.04440098902396878	0.03411467355530487	0.0167450033823406	0.9716331522096954
MTMR10	1.6530208270416507e-15	0.9738435738270571	0.792272801605638	0.5588846820205442	0.04441379651807907	0.1297988660774289	0.06371499245759145	0.9716331522096954
LEFTY2	3.4055286450576154e-15	0.9450118763059201	0.5487713710454919	0.3869440513135526	0.04442758118267611	0.05544270035532324	0.027217226210619536	0.9716331522096954
KCNK17	3.452754647848397e-17	0.9356971432315857	0.7570026950054655	0.3480719567553088	0.04445314219586971	0.06662088497890484	0.03270869245114689	0.9716331522096954
RAMP3	1.080509791640187e-16	0.8836282476122771	0.5125684687943508	0.3130745841291724	0.04446101232670485	0.08585813413714757	0.04215514991722623	0.9716331522096954
SBF1	3.5572428436415677e-16	0.8647167149749282	0.8635133722856987	0.30088236166929494	0.04447956511900444	-0.15651045545029085	0.07685129942047202	0.9716331522096954
ZCCHC13	4.691824016210538e-19	0.9581524395137881	0.8095128845810657	0.6674902561230612	0.044532909871628966	-0.026023912094882664	0.012781786727725834	0.9716331522096954
PDLIM3	5.487889961740345e-16	0.8811711499665857	0.5768521970758631	0.20410535853046075	0.04453343321358351	0.09879212162036988	0.0485224124983309	0.9716331522096954
EDDM3A	2.2275141399037674e-17	0.9307560038723703	0.6914536989749496	0.5724995704243303	0.04459005484974858	0.05502330377877653	0.027032399175322862	0.9716331522096954
RNASE4	3.937275576535575e-19	0.8214614231535345	0.7955274970245608	0.7522589420262582	0.04480097357210965	-0.02637034061247498	0.012968562523621623	0.9716331522096954
POTEF	1.192506739398402e-12	0.9374107929023994	0.672000067875818	0.40876824084595675	0.04482735676867243	0.15849952838882062	0.07795765939755958	0.9716331522096954
EQTN	3.9778382685921965e-19	0.973829396663211	0.6186713162983519	0.3612187139104591	0.044843179206189604	-0.07165295089577904	0.03524501519122157	0.9716331522096954
OR7D4	3.152404678164352e-19	0.7821957569585409	0.885405280908385	0.40508995405553705	0.04484824476151219	0.05427636723999773	0.026698379033343465	0.9716331522096954
OTOP1	1.2865211698043685e-16	0.7639602325788677	0.8336984326674581	0.47294377197567816	0.04484858364898255	0.05495144734402754	0.027030492593743047	0.9716331522096954
GP6	1.5826597482420915e-17	0.8271902460935234	0.8869262511586209	0.5260147320567188	0.04485975704941834	0.08214436522079102	0.040408782151070126	0.9716331522096954
SSR3	1.1974727314910282e-18	0.9332996002951881	0.8067996863702445	0.6096029600681561	0.044892375346852496	-0.05261299724234836	0.025885622561305697	0.9716331522096954
GSTZ1	9.718180548909994e-19	0.9207227672148789	0.8421006646142974	0.3147642667893476	0.04501716571752342	-0.10899538703201483	0.05365769001087834	0.9716331522096954
FCER1A	8.436081200861527e-19	0.8262544395453916	0.9356071699536372	0.41076601408035207	0.045019459360062825	0.05542326494342897	0.027284795518981934	0.9716331522096954
ZDHHC19	2.7685754364731826e-19	0.9962477563656623	0.743961522647129	0.559586297124307	0.04501968814907526	-0.07773835492059084	0.03827052467462371	0.9716331522096954
GOLGA3	3.8652665133832175e-14	0.9076722648208477	0.7202062931231797	0.46784583302584404	0.04506760270076206	0.17477382115511886	0.08606062516023963	0.9716331522096954
SNAPC2	7.979651510534113e-17	0.7401200160053857	0.8072351070439825	0.3796897710898064	0.04508322144561593	0.08707984284311925	0.042882295253525625	0.9716331522096954
JUND	3.6154855709180876e-18	0.7907900411179619	0.7375939249156539	0.27642710219536115	0.04520376301134394	-0.058956920142568675	0.02904985663323095	0.9716331522096954
SLC10A7	8.001421321617381e-15	0.9496048805989292	0.5885271344256696	0.4103922410862836	0.04530729449308937	0.08645864961894684	0.04262172481174987	0.9716331522096954
NUDT4	1.8724414138146915e-18	0.9026378065601757	0.9019554247143668	0.3060002588213181	0.04533173600407206	-0.05491199176523223	0.02707323138764898	0.9716331522096954
LRRC52-AS1	2.192973215164711e-15	0.8674395127608718	0.6449807809278268	0.5828343775572465	0.04542976976729455	0.05254379452924786	0.02591767327400338	0.9716331522096954
GOLGA6L9	8.242334814038908e-19	0.8774217079325182	0.7308568237191855	0.3231560057980406	0.0455169396158663	-0.16745490463556226	0.0826326243264353	0.9716331522096954
NAT8B	8.764378239608327e-17	0.9633106321166501	0.5076852533872156	0.4610149647419173	0.04552631537585722	0.047392627697800005	0.023387495254057606	0.9716331522096954
SAP30BP	3.1791636989817367e-18	0.6712822752272715	0.8335232707331574	0.2983089861093902	0.04553196878465045	-0.0978893044645282	0.04830807949296236	0.9716331522096954
LRRK2	7.415682322605758e-17	0.9252305909297691	0.5942390860446906	0.4696869485558106	0.045645207155798284	-0.17588195186686967	0.08684365313655039	0.9716331522096954
SMIM24	3.392775304938608e-19	0.6424660675682439	0.8223113550461165	0.36763087888988477	0.04573135523536501	-0.06940888904154763	0.03428533229204893	0.9716331522096954
PAWR	9.445248166111967e-19	0.9293243758021178	0.9252249751114282	0.4614067172035011	0.045744677672817174	-0.06424884686666288	0.03173846198124041	0.9716331522096954
HEPHL1	8.373305155795783e-11	0.7814124993841487	0.5221306542907017	0.634144592923001	0.04579108819010259	0.07007772069991369	0.03462545327852263	0.9716331522096954
INPP5J	1.5475925947108444e-13	0.9221693371648869	0.7369125583508809	0.34722720713601163	0.04580065694711667	0.08511583265772453	0.04205769066279517	0.9716331522096954
PPP1R16A	8.387644680035558e-17	0.9895631779513852	0.825720961827478	0.32575554395764816	0.045825519524406895	0.08482843419511231	0.04192058742333827	0.9716331522096954
HSPB2-C11orf52	5.318838701653872e-19	0.9856504029134512	0.7343622214132441	0.7065520965854932	0.0459088098397605	-0.02613110044268134	0.012918550603232512	0.9716331522096954
FZD6	4.529165998997987e-19	0.8763660783546123	0.6079575160665703	0.43323511129961856	0.045949303167249635	-0.04762016562682636	0.02354667878679628	0.9716331522096954
ORC1	1.7047651906406992e-17	0.9388991417934016	0.8935748543309205	0.37136766253182374	0.04596214262646079	-0.07990243785494666	0.03951163394045882	0.9716331522096954
C1QC	3.4983612522293606e-19	0.7940344761140631	0.8902089451259345	0.5818373791199098	0.04601081463336016	-0.060234671478524904	0.02979276350792554	0.9716331522096954
SEC14L6	5.297652277919375e-16	0.9197451683600731	0.7230324918879991	0.6400219088457352	0.04611626853223001	0.1034269260803086	0.05118146826971611	0.9716331522096954
SYNPO2	4.610218557727566e-18	0.8937683109993597	0.6372324450927391	0.506600242038499	0.04629558066839329	-0.1449491141462836	0.07178923863277825	0.9716331522096954
THSD7B	7.737191951868869e-19	0.9221550024646981	0.39557530403558994	0.4761975968773573	0.04632468217816072	-0.12738412573069086	0.06309837718681124	0.9716331522096954
SMG8	4.762327095263413e-18	0.9512320949815846	0.680813100142132	0.2597104626478471	0.046399393420636294	-0.04792241721326257	0.023746149875740374	0.9716331522096954
PANK3	4.456212949021288e-19	0.955774743337011	0.5168512004645299	0.526178978666636	0.04654431660545133	-0.038351690106414454	0.019016589924259395	0.9716331522096954
MPND	4.247699101488591e-18	0.9641900340711129	0.8479185834645686	0.26705445039834397	0.04661266949886016	-0.09826732563973706	0.04874112688867162	0.9716331522096954
AARSD1	2.781306155529337e-15	0.8246186856019875	0.6029305899160897	0.3399379914092755	0.04661967502350959	0.06413467614430074	0.03181218516684938	0.9716331522096954
LAMTOR2	1.5533406167349347e-14	0.7875837916899718	0.6549459929900766	0.6907777966318286	0.04663047451900875	0.08459083568539219	0.04196099203759192	0.9716331522096954
WNT8A	2.829622935816372e-19	0.7920954017004965	0.5639650932550544	0.4089126660382715	0.046641031084077945	-0.03805882204371183	0.01887987505803186	0.9716331522096954
GEM	7.958746727814206e-17	0.923713304145466	0.6919835499464078	0.3431613118300877	0.046668429911289645	0.03463178404068712	0.01718201188412338	0.9716331522096954
KANSL3	1.3747871956554914e-12	0.7560453404407594	0.690812136209457	0.5734311769286873	0.04675253290593075	0.11654449303245495	0.05784432560707956	0.9716331522096954
PRR36	2.204642145738896e-14	0.8215899789312964	0.8565901537871471	0.5910561073827358	0.04677495800488818	0.12884209156593218	0.06395463553251249	0.9716331522096954
TFF2	3.3425503647637247e-19	0.7407155203423151	0.7828532829232892	0.32948789640358533	0.04679596154932253	-0.06937333863670919	0.03443889696580905	0.9716331522096954
ITGAM	4.2613627279846434e-17	0.7818064612829791	0.9578171021339387	0.2954886401055257	0.046838074528343585	0.11577157864155152	0.057483542030728786	0.9716331522096954
SLC66A1L	4.942267915777013e-16	0.7348562032763513	0.69674163496081	0.3228313779937151	0.046872413468308324	0.16002566844860422	0.07946949069808333	0.9716331522096954
CNTNAP1	1.1736282617704002e-14	0.8309684891632654	0.857993315493237	0.47969693579818984	0.04689110722693422	0.09109413061692556	0.04524169224138605	0.9716331522096954
PRF1	1.0342774661490444e-18	0.9197443698972637	0.9692429745069101	0.23107579864060726	0.04708161016548282	0.05952994581093429	0.02959151717241397	0.9716331522096954
SOX3	1.1971619519289247e-18	0.8770558372646765	0.7411955749673751	0.16874660153371804	0.04725723192907483	0.02716167269468198	0.013512656615610389	0.9716331522096954
DSG1-AS1	1.1542401111555873e-18	0.8531719469587187	0.6798669156510397	0.4689536171092372	0.04728138572589754	-0.08258825068792766	0.04109139728212816	0.9716331522096954
ARHGAP24	2.0834242134600184e-15	0.8762643130067053	0.8275265451704741	0.41772955241963106	0.047308541102965534	0.07534341121884054	0.0374914581498261	0.9716331522096954
RERG	4.963956164475846e-19	0.7138862337623202	0.8846502325169422	0.4499791152432798	0.047333645938593516	-0.030698564402535933	0.015277609426897449	0.9716331522096954
ZNF793	2.2494710354125076e-16	0.9707563262420377	0.8149537565390255	0.6740138285982638	0.047343468537423564	0.04786636670468329	0.02382250736825054	0.9716331522096954
PHC2	1.299304390793788e-17	0.663951865852596	0.5687127785358488	0.3879235966661374	0.047364871712008705	-0.13265492746327912	0.0660272551828027	0.9716331522096954
SNX3	4.6325917185875e-19	0.6609268697878805	0.8007934503351961	0.4169547678010841	0.04736632057317579	-0.05946692946337806	0.02959908405333323	0.9716331522096954
PFKM	3.912818700497739e-15	0.8607542396334019	0.9048036160783987	0.35960090943826084	0.047383704941228025	0.0888733968405986	0.04423941059851555	0.9716331522096954
GDPD5	4.0890530829797474e-17	0.8623351923750914	0.9491163682137803	0.37972250127037144	0.047451845741570485	-0.12428518267177874	0.06188611417979073	0.9716331522096954
DUOX2	1.7054071038599826e-17	0.8969483599873768	0.5845066969551478	0.5796999007309008	0.04747629850408163	-0.10331472659417071	0.051449952038471136	0.9716331522096954
SHANK3	5.632619617286156e-10	0.9396199550353987	0.57976156455984	0.5854225935195161	0.047480772257580454	0.1407674471370144	0.07010256681291802	0.9716331522096954
FAM228B	3.6351009833544397e-19	0.8956855295136369	0.7426589710788579	0.7138588110489448	0.047576424831293485	-0.06604415060691757	0.03290463678745443	0.9716331522096954
STAMBP	2.439965811333446e-15	0.6891466369317983	0.7071403841468552	0.4757137632329368	0.04767391623541891	0.05231992536131074	0.02607860381770928	0.9716331522096954
FOXQ1	1.5659171386353163e-15	0.8204125673632657	0.7941848855843381	0.3373831571329694	0.047736048546286054	0.06576663072992084	0.03279039329569065	0.9716331522096954
NTRK1	1.5639266834982435e-15	0.7950322941030027	0.8233027499006235	0.27571341536623434	0.047766334070826436	-0.11274050685946051	0.056218768591427895	0.9716331522096954
RFTN1	2.2325854565581357e-18	0.833293801002695	0.8801269851751297	0.2815058172035474	0.04777972856873938	0.06641365123826036	0.03311962189172497	0.9716331522096954
DEPDC7	1.7299777053801836e-16	0.9430818662761399	0.7892152879162471	0.4003086749196162	0.047789543052529374	0.0489566005034584	0.024415116603679357	0.9716331522096954
ARL17B	7.936507493474766e-19	0.6147882795113185	0.5977205377279639	0.43881727185286845	0.04783433191354472	-0.08756695632105047	0.04367942659843397	0.9716331522096954
ANKZF1	1.8366858193386395e-18	0.9396680931512993	0.7492694063928226	0.4357445126935727	0.04785487788056938	-0.0557157182285349	0.027794270093965668	0.9716331522096954
NDUFB4	2.9568044918634074e-19	0.945264025549212	0.7627507230409328	0.4417551335350838	0.047873085833760765	-0.06157546307722739	0.030720015703804095	0.9716331522096954
DSP	1.2709547006528237e-12	0.797147484041942	0.8753525308713637	0.2984990887870613	0.047876401990940225	0.10497465490302993	0.052372679701605106	0.9716331522096954
HTATSF1	7.489984475868441e-19	0.785936807174572	0.896827947254577	0.3632255096534138	0.04793275757281305	-0.08768427165953796	0.04375765521289213	0.9716331522096954
SWSAP1	5.249568230213431e-19	0.9152183956329528	0.759554290339167	0.3276072580473608	0.0479478578748838	-0.03267525182688452	0.01630727079550415	0.9716331522096954
AEBP1	7.759589107496856e-14	0.8837471853332484	0.8329518564219618	0.4174236503188745	0.04799686729928885	0.09100657594068087	0.0454289218615098	0.9716331522096954
IFNA6	4.2009275036657516e-19	0.8388777225497408	0.939755143696692	0.26731668837227873	0.04807491693740464	-0.042720491073740804	0.021332941440045224	0.9716331522096954
IPPK	7.732030500642247e-18	0.6024870754034869	0.9559244555946771	0.24322080983115407	0.04812710508752733	0.08359593445908489	0.04175448326826359	0.9716331522096954
TCEAL6	5.273635086305748e-18	0.7794675552907693	0.7555870652225819	0.4689602475865541	0.04813563617189184	0.06821046315776669	0.03407107679338297	0.9716331522096954
GLO1	3.459660914136491e-19	0.8147005146756197	0.6951749359454491	0.5509501788009525	0.048236549288079134	-0.054666569179586955	0.02731847765657292	0.9716331522096954
MRVI1	8.041554539905562e-19	0.9439830289577036	0.4916936372140135	0.39597283275106154	0.04827460982570259	-0.10763901281383603	0.05379967784010278	0.9716331522096954
SLC12A3	5.629673517411359e-18	0.941921123485467	0.9184989786187712	0.446757540988594	0.048279030989578156	-0.10314151362067123	0.05155279465910413	0.9716331522096954
SELL	7.124322400984086e-17	0.6969266680563126	0.9089837757712187	0.6218577316265932	0.04839459237704985	0.05754230414652367	0.028776258607158007	0.9716331522096954
SDR39U1	7.486820706927081e-17	0.7032994459645416	0.7900221509427112	0.45936975244772715	0.048427892938141204	0.045480324985673184	0.02274764184206172	0.9716331522096954
GLS	5.691732716771871e-14	0.7855808569670655	0.8384741236230736	0.3530694235433034	0.04847805245826717	0.1071846861765659	0.05362218854679197	0.9716331522096954
FLT3LG	3.983687626352476e-15	0.9875463490330303	0.7030164534858832	0.5078221057413319	0.0485522587034509	0.10139209461761778	0.05074137024859638	0.9716331522096954
GLCCI1	1.6365604055225657e-13	0.8226538008166195	0.6128654111489873	0.7042723283458268	0.04855737614439005	0.04933241322383153	0.024688831782194547	0.9716331522096954
PGAM1	4.812956032446252e-19	0.9672380231874684	0.8172624366041245	0.4925230826021919	0.048589597728437184	-0.056178192570721194	0.028118970790213037	0.9716331522096954
TBX22	6.367378449149695e-19	0.8879131680531139	0.7173443555247578	0.2793633038226059	0.048613550435453845	-0.08682651219917983	0.04346414939499866	0.9716331522096954
LOC101929709	8.471500820152888e-18	0.8444046660457242	0.9543010664862983	0.5410856869789142	0.048633803041012766	0.1083297705333297	0.054233361619691	0.9716331522096954
KRTAP1-5	5.70748144421052e-16	0.9815213725953817	0.5533323053418755	0.462447874390035	0.0487300260345362	0.033885635050239254	0.01697163283625942	0.9716331522096954
HOXD8	1.1884995716730843e-17	0.8558046348633711	0.9497076082114736	0.29246008842386484	0.04876434746649501	0.03865615262553952	0.01936395605291647	0.9716331522096954
PLSCR3	3.628113596580319e-19	0.8073513839492615	0.660300221344463	0.3617367355359067	0.04876999991972539	-0.04418831571004869	0.02213573856211787	0.9716331522096954
LIX1L-AS1	3.1343148672505936e-19	0.8424106544842561	0.7188009746762299	0.4952955004813313	0.04890650952620447	-0.03287176455196367	0.01647697923038414	0.9716331522096954
ARL2BP	6.115059031434169e-18	0.9392862247202659	0.8769265439282781	0.5204837926565276	0.04899369099007741	0.06240024736171654	0.03129044959234503	0.9716331522096954
RAB25	1.298793669350807e-18	0.838975380125729	0.9491734019000442	0.3361210664636599	0.04906840272243802	-0.04302755694074939	0.021583332248846454	0.9716331522096954
EFCAB1	7.672785706647054e-17	0.8668494686311663	0.777825910701799	0.4813905513553173	0.04916262158178576	0.04672943351536686	0.023450204977417635	0.9716331522096954
HEXA	3.2504125543334245e-19	0.93419564902255	0.644318337837499	0.6311078354547187	0.049220414507942525	-0.06575019802075088	0.033003966765750854	0.9716331522096954
UBE2F-SCLY	3.138516218228392e-13	0.8904520354666666	0.5382514521793884	0.5431090869568698	0.049259017923238786	0.08923850108837963	0.04480193193007994	0.9716331522096954
ANKRD30B	1.1844665563652222e-16	0.9885206607023911	0.9593565333273799	0.17508037467882712	0.0492625523540652	-0.20036813150466912	0.1005958407399787	0.9716331522096954
RPS10-NUDT3	3.9402631464019104e-19	0.9307127926544397	0.734977682247089	0.2868339732768679	0.049289035058120864	-0.043129117367645714	0.021655770888100737	0.9716331522096954
LOC102724788	3.057844877640201e-19	0.878087358672882	0.9249625727885845	0.41723032355424916	0.04934202756503916	-0.06579964847625401	0.0330468488380271	0.9716331522096954
PLEKHA4	7.876762039274602e-18	0.956410570926366	0.7613663975428219	0.2777973112917406	0.04942192921759739	-0.07182486010015782	0.03608585890882624	0.9716331522096954
BCAS4	3.3761963072625743e-19	0.9924481774314415	0.7807055696859146	0.5237649681800784	0.04954726215494619	-0.055335230576309374	0.02781685415952338	0.9716331522096954
TRAPPC10	1.9956183127431367e-14	0.9796385883587824	0.7084544255918082	0.39749116613300883	0.04961945644385326	0.144993202925032	0.07291121304827347	0.9716331522096954
SIRPD	3.1926538743957275e-18	0.8887650749742155	0.9103072137499263	0.4729636378844171	0.049642348187773445	0.05370996515365079	0.027011334412621314	0.9716331522096954
BTF3L4	1.4123048541688827e-17	0.8922018946231469	0.9124762139086833	0.440336083754747	0.04966326233461867	0.054191792902697426	0.02725620098219286	0.9716331522096954
GLRA2	4.1803245771878124e-19	0.9429307886075972	0.8864147687707749	0.6435598443116299	0.04969705937694456	-0.0753335979787863	0.03789537030214979	0.9716331522096954
TTC27	2.034660603553658e-17	0.939701102231041	0.8941834910700291	0.3435997632946961	0.04971281698103912	-0.07761170210524085	0.039044084906521934	0.9716331522096954
CDK12	2.8622396257690084e-17	0.8583820420794802	0.8929341795685555	0.5169862694283822	0.04980539867806958	-0.09145753648696839	0.04602853740963338	0.9716331522096954
ZDHHC9	4.584443555821319e-19	0.7720986239452325	0.6773724380992888	0.5533126901628252	0.049903266011370746	-0.07529188387089311	0.03790927709263604	0.9716331522096954
SNX6	3.1686955064857326e-18	0.643821248263425	0.9968062863334508	0.6839958549050308	0.04997298991387532	-0.09426191779743101	0.04747539533457629	0.9716331522096954
TMEM106C	3.1628799523630863e-18	0.9652132300730334	0.8828261259252617	0.19725797061111328	0.049975913261645605	0.0596812937858308	0.030059116008076533	0.9716331522096954
ABI2	1.3494609981390258e-16	0.9842480284813928	0.9913329243070543	0.3972147475161465	0.050034034503656365	0.08042607856312436	0.04051793393564349	0.9716331522096954
NR1H4	7.520647143080323e-19	0.9556191253192404	0.6470937486016086	0.30026237629218155	0.050059378428368474	-0.06043388798537183	0.030449483488795427	0.9716331522096954
DDX55	3.014239655413077e-19	0.8240222500436933	0.6375028768599686	0.8079488329345226	0.05008305522011488	-0.07206853637780306	0.03631540204581451	0.9716331522096954
CLASP1	1.0185162970037703e-18	0.8133114531603814	0.6047086300334172	0.7223257778335318	0.050137471333138416	-0.12776625121741025	0.06439711686250638	0.9716331522096954
CFAP53	1.4281800720998106e-18	0.5839757175656175	0.6616782277608608	0.2746705029484044	0.05015265162955416	-0.045629190215737886	0.022999709164911317	0.9716331522096954
OPRK1	6.92866290408396e-19	0.6535327427074248	0.640531509196397	0.2537023239830291	0.05017152612904425	-0.05248369202946196	0.026456987861698405	0.9716331522096954
NETO2	1.007605150467781e-15	0.749429452929017	0.7888991331321594	0.5856853066283267	0.050186168673403024	0.0532488119917795	0.026844431039619393	0.9716331522096954
ADGRG2	5.2423278727128285e-15	0.8432629057294125	0.5171567357029832	0.43738391741308835	0.050193315915272166	0.11364894456492816	0.05729589138863142	0.9716331522096954
COMMD10	5.80136942359156e-17	0.9812368551823281	0.6866603486693561	0.37550281255273243	0.05027822355399482	0.04338479550097235	0.021880608171747022	0.9716331522096954
CETN1	1.3056152140218299e-18	0.8125736089489158	0.9129653120143442	0.214195121148062	0.050345025088165074	-0.02692242341679843	0.01358203052571335	0.9716331522096954
SOWAHD	3.366743232848489e-18	0.8502891673574274	0.8462806285638866	0.33108111737164536	0.0503525758091382	0.025568200920012878	0.012899273909188217	0.9716331522096954
FAM166C	4.1081738885242765e-18	0.9130186330281506	0.9670835906449945	0.25717094911958427	0.05037128005122874	-0.06618947901725541	0.03339566340388642	0.9716331522096954
RUBCNL	5.75136452713712e-19	0.9460206637053776	0.7971144856941521	0.5453683035621399	0.05039413122618711	-0.12786888278466235	0.06452232007078793	0.9716331522096954
SLC7A13	2.733698831825738e-17	0.709729679894012	0.6787938195223051	0.3637955084553043	0.05040750581570416	0.05643227985465857	0.028477275904785403	0.9716331522096954
SLC7A11	4.244611740489873e-14	0.6589728794007748	0.6346269652027793	0.43770160624580357	0.050428819811574724	0.06073331240965735	0.030650589374814144	0.9716331522096954
PHETA2	1.1308676218447957e-16	0.8181003808648439	0.839228356363819	0.6679378450180379	0.05051238579987551	0.028301285589394293	0.014288239697824915	0.971938804331217
RIBC1	2.0172636471363737e-18	0.8365109543401122	0.882209669970357	0.6268582671505547	0.050548053742937	0.057185760014475	0.028875465974369033	0.971938804331217
GIMAP7	9.278965357111599e-17	0.9413473842189916	0.697781353832784	0.4356846977966906	0.05068912748839545	0.046366219679952914	0.023426833280150185	0.9727848075135604
RBM14-RBM4	8.495406616702809e-13	0.9144055293225436	0.8052522405163476	0.3009012148194896	0.05073683069510476	0.08099028254559001	0.04092948431364654	0.9727848075135604
AGXT2	7.491045288306682e-16	0.6821446307438863	0.7483684274920515	0.4490250502199278	0.05074724255096	0.06414591418385505	0.032418454969808566	0.9727848075135604
GSR	9.559486960274957e-19	0.9854427271010942	0.5103887713323108	0.31641587331620036	0.05088133575256996	-0.06447827351671453	0.032605696912252895	0.973537430175258
JCHAIN	6.137620880295725e-17	0.9007520024862762	0.6634876457263619	0.4018254645627094	0.05089004487435674	0.0393350030142221	0.01989188487637606	0.973537430175258
BCL2L12	4.543235560125516e-16	0.9076119634623074	0.6464565324359983	0.4320460139862029	0.051051926345344105	0.058426276783180256	0.029567482466109803	0.9747329787454985
TREML4	4.469103084483365e-19	0.9638728904211247	0.9270735482392017	0.6860238582196213	0.0510562076077807	-0.0818829878224075	0.0414388783290856	0.9747329787454985
CBX6	3.6698299101909666e-15	0.9769940999364626	0.7323111120287774	0.6169661168030567	0.05117830233898934	0.0581031780003487	0.02942030194056047	0.9760729974489802
MAGEA4	7.0990022025109995e-19	0.892540722245685	0.9524716658860267	0.3404114603904981	0.05128409757857792	-0.18550426480808824	0.09397291283097689	0.9770997517377485
NRXN3	2.166176640583577e-15	0.9000881415061577	0.8468912256125224	0.33672272014181603	0.05140000056737865	-0.10405385625600536	0.0527384643189211	0.9778946874969259
CNR2	1.3621842282428528e-18	0.9116816625128241	0.9421763049225953	0.3443398582065743	0.05150440981874535	-0.025923274426143877	0.013144907467997128	0.9778946874969259
BBS4	4.809103615730639e-17	0.9889076249670536	0.9553434517669073	0.2736996379893991	0.05175954872072827	0.10482342046296628	0.05321201547069349	0.9778946874969259
BMF	3.1627915294687373e-19	0.7721992103865458	0.5524219308975087	0.44878399643158196	0.051794957313293095	-0.026899618338897834	0.013657289378338499	0.9778946874969259
UBE2D2	9.992483953713724e-16	0.7704866597000127	0.7031286710575915	0.4411849741339874	0.05196381081393456	0.07280903010964951	0.036993277173709316	0.9778946874969259
BAHCC1	4.456471250940803e-15	0.9852130653613703	0.4986678050040141	0.49082391305008133	0.05211698814157034	0.0272486827148202	0.013853900029209448	0.9778946874969259
ZSCAN21	3.144859224883334e-19	0.7631046681024958	0.6211964121251916	0.5512223335278841	0.0521663816645581	-0.04496304196975531	0.02286521522127589	0.9778946874969259
FAM13B	1.2767161284271012e-18	0.9363025191928074	0.49914038969271823	0.47832802249827844	0.05216793272652228	-0.10027494970698664	0.050993518918069254	0.9778946874969259
BRI3	1.436251921248634e-15	0.8480265269526943	0.6473290492512134	0.515305795552716	0.05217864717441331	0.07664057147369618	0.03897637501505682	0.9778946874969259
ITGA3	4.482471141579094e-18	0.9174004111855499	0.7744700653169347	0.4160287666032554	0.05219208258800512	-0.10031654204129103	0.05102001323047979	0.9778946874969259
CASZ1	1.6370939525435492e-16	0.9996129306617214	0.900785235503579	0.39696009900755524	0.05224546299004385	-0.11073938780644932	0.056334004223665544	0.9778946874969259
