genes	coeff	p_value	stderr	fdr_bh_adj_pval
AFF2	0.162246666287324	0.282821841940069	0.151067395986524	0.8009760762592691
ARHGAP10	-0.134059695167345	0.346923229260424	0.142529668294255	0.8367620964923146
ESRRA	0.554240210406204	0.0003857070575693	0.156138298782178	0.127770436704461
DNAJA1	-0.0272443660101183	0.865191481715385	0.160478647775958	0.9764000008231071
ARHGEF28	0.0909452695568813	0.574232271762518	0.161873466544998	0.9159052037202728
GMPPB	0.164950496766937	0.281950980569076	0.15330727601102	0.8000551362897725
OR4F21	0.067613393974151	0.682524208026297	0.165305410975083	0.9423534707753857
EPHB4	-0.13620296559026	0.377772451174899	0.154423720700254	0.8520383567228818
LRP6	0.0531996777980375	0.737495492421814	0.158723608668251	0.957113138925746
EXTL1	-0.374105779255727	0.0101697525739241	0.14556626020689	0.33802467285708493
DRICH1	-0.108585873898787	0.495692758850361	0.159384506487074	0.8924940664535095
PTGES3	0.0806644067606568	0.618235688857897	0.161862185598609	0.9276447638662204
PEX10	0.337389548933414	0.0467947348297932	0.169699964275955	0.5200272027513587
ARL6	-0.0108958718945268	0.94857129071306	0.168925561069406	0.9912648949336834
ZBTB47	-0.110135351857549	0.501330042993697	0.163794763488181	0.893014069147105
TBX1	-0.494415816094778	0.0017067943179653	0.157607269184893	0.1784211621268255
NWD2	0.0423416169812432	0.791799855592846	0.160400632761335	0.9635800395061644
CCR6	-0.122122808522917	0.439926304316033	0.158125100300589	0.8763037888569646
TP63	-0.140120914821794	0.360310256701608	0.153175435715055	0.8426571745815502
GDF15	0.0832845914992384	0.612999210892887	0.164660135028115	0.9260698463967166
ID4	-0.115952779773202	0.50065739224636	0.172175796351602	0.893014069147105
PHF6	0.194418230102582	0.235030914184976	0.163720774862286	0.7647000899772528
EIF3CL	0.233207687168034	0.232280677862737	0.19523382737629	0.7634217207470079
CACNG7	0.0535767761411712	0.729959562147794	0.155214326337386	0.9549700955711006
USP43	-0.172580768947351	0.308562729617739	0.169488869298053	0.8165092843773373
ARIH2	-0.0125459438708111	0.931981435024452	0.146990371489841	0.9890751077834676
LYPD3	-0.231191388579732	0.164152773510256	0.166176540385941	0.7137528503025983
NEK7	0.0157564437999287	0.920838201574977	0.158550727032732	0.9869386233418036
H2AC16	-0.0045686785423565	0.97791187862886	0.16501233135142	0.9970112289281462
VDAC3	-0.0333327938583034	0.843220433855224	0.168538232231925	0.9742601425842771
TMEM242	0.206855328094457	0.229617734297899	0.172186570811019	0.762585589750895
APOA5	0.0253036553038779	0.875980935464197	0.1621342409058	0.9780742580899661
KLHL18	0.178061073770564	0.294463585950144	0.169844027663842	0.8086877642368948
CCNT1	0.0864794147331069	0.614202236613076	0.171557492547494	0.9260698463967166
MED20	-0.327150971031992	0.0493506944935473	0.166442515345152	0.5270712522506715
YARS1	-0.200890387129382	0.165794307531432	0.144958794129871	0.7138017455048857
SOGA1	0.0514276966269851	0.752728911322847	0.163240180996624	0.9601659405472293
PCDH12	0.211814787218522	0.200121543646516	0.165324618276344	0.7384601210743073
LPCAT1	0.0911631994171968	0.582936859522674	0.16602296068409	0.9178464541128141
SLC25A47	-0.130131812885864	0.471376486879507	0.180678096087283	0.8857712594887649
ABCC10	0.0848258913722409	0.614890147754674	0.168604602453668	0.9263628424303605
TYMP	-0.0421830577982394	0.78913900183649	0.157735638593049	0.9634284187208119
ATP6V1A	0.0167019933796604	0.909170423947072	0.146399574256393	0.9848618774773645
MSANTD3	-0.0016592456545047	0.991332036232904	0.152730270287553	0.9992261925095534
NKTR	0.122677637468201	0.432101777868238	0.156157859458121	0.8733676063219561
CIAO3	0.0413835356834576	0.802353530843051	0.165334180374058	0.9655081193849447
LGSN	0.189395714310284	0.228463308328998	0.157262730426391	0.7622282993974983
PI15	-0.0945998752217054	0.565594231938931	0.164649767285985	0.9137938528257672
SHOC2	0.0425791214828653	0.777204345443214	0.150475340330398	0.9620341340225315
ATP5PF	-0.148594183225997	0.336419336863772	0.154582040181588	0.8331792694493514
KRT19	0.119361009872896	0.475347927007212	0.16721801193931	0.8869102770502173
HNRNPU	-0.0289477452812859	0.866874306528853	0.172688251900504	0.976648697267111
CEP164	0.0979005459964706	0.539380484190513	0.159512068380665	0.9046418911606585
NFKBIZ	0.217717992381674	0.177419824159544	0.16142299962947	0.7227420564661597
SNRPD2	0.104417454696764	0.460891824575967	0.141606197851299	0.8832026327544267
COPS8	0.120605813411507	0.413387994068484	0.147449594605553	0.8661758451814989
ABCB10	-0.0901211526101156	0.557625904213133	0.153692932509511	0.9119094721401185
PLA2G2A	-0.0369835308083717	0.828276563286415	0.17049979504933	0.9715264051486959
ZNF257	-0.219719733289383	0.162569246733235	0.157337978266085	0.7130908622222327
SNAI1	0.0872985434134183	0.569248657639002	0.153381809642393	0.9147599782480303
BPIFB2	-0.336299517382977	0.032812971071229	0.157564252961349	0.4624307197954455
FAHD2CP	-0.125469991522615	0.465165145819215	0.17179005071001	0.8838088899359409
RIMS1	-0.0540387131717622	0.720993369581788	0.151313211949139	0.9525019474598935
EXOC3L4	0.038906914673981	0.813185740369395	0.164637803551306	0.9682378356844646
LPA	-0.212933436511992	0.208305971061018	0.169231548612165	0.7467177870115694
CCDC177	-0.0261316709693598	0.870018318686087	0.159694663172777	0.9768579158054241
FOXB2	0.0762513999733336	0.631528148141116	0.158997173483554	0.9305902249858766
PPM1B	-0.0306525557834124	0.860588526568292	0.174534082586892	0.975909104729792
SPG7	-0.129598137040703	0.417277671137177	0.159770225456239	0.8682015624602305
LAMP2	0.247763183472238	0.126275870463641	0.162047516278234	0.6752558912050297
GAPDH	0.200316038972546	0.146662138278526	0.138013558734558	0.6967087662376312
BCDIN3D	0.224744312771014	0.243442355923947	0.192677771723162	0.77209980893496
RPL32	-0.0015833196825971	0.99087638444714	0.138462519739117	0.9992261925095534
ST3GAL4	-0.393642274524966	0.0083555053067171	0.149256395721707	0.3110332578694711
CTIF	-0.214715750598266	0.150409287272757	0.149306479152696	0.7004093773921708
NOBOX	-0.304284840578223	0.0586915748420993	0.16095497899266	0.5594428799873632
USP18	0.231175184297923	0.188616332133553	0.175840956514822	0.7326737937409905
ASGR2	0.0223882981613912	0.883701457357648	0.153052448345927	0.9791614939818314
RALGAPA2	0.11279600631634	0.463423574642946	0.153836275185536	0.8837734956160858
BRAF	0.0901892129360627	0.572306095456768	0.15972347834813	0.9153299125771823
ZSWIM4	-0.361675090511726	0.0199243272768426	0.155374075683642	0.4108735759154057
RAB36	-0.488427390935162	0.0009321939967332	0.147550900737889	0.14259434724818856
OR8B8	0.243147272730153	0.121796401083643	0.15714524988078	0.6721936191154089
PM20D2	-0.0985475993387931	0.524129933742821	0.154707705338376	0.9007425986426983
MAGEF1	-0.37238144766943	0.0214780444420858	0.161942020532398	0.41696548433698055
EBPL	0.0333063385300413	0.825720300044343	0.151259268430008	0.9707671886775678
NAA50	-0.160057725913767	0.311678254327156	0.158205641166312	0.8200146271702163
CRIP1	-0.0809496913678979	0.613944221937295	0.16047075097384	0.9260698463967166
MRPL12	0.245366906912284	0.144825896912036	0.168283926401499	0.6960207452332831
HTR7	-0.236832820349716	0.129628729240243	0.156266749847961	0.6794217559343919
BFSP1	0.157168314052106	0.348317486938683	0.167582241390873	0.83701956630295
BNC1	0.0897466812203306	0.561374318778126	0.154522153195356	0.9137938528257672
TULP3	0.10764821914055	0.545376924847339	0.178018584218133	0.9072005997437734
FLOT2	0.014109914035739	0.925387952408108	0.150668004964745	0.9873878603566699
MTR	-0.22832630836167	0.121694046358166	0.14752600939268	0.6721936191154089
HOXA1	0.237033195921414	0.111241428956875	0.148830556247289	0.6565121896551691
FAM107A	0.0624050946544824	0.672432674514735	0.147595488696337	0.9388014657668399
LILRB4	0.0001774535015942	0.999110052497791	0.159096328124158	0.9999395799069449
PF4	-0.159152199313226	0.347490250974631	0.169406634784947	0.836881647476411
ZFP36	0.0822179523094029	0.567016724911741	0.143624529809881	0.9139648847576749
PLAGL1	-0.0506233567333421	0.750122160943574	0.158953870641942	0.9599533795326476
SLC46A1	-0.141660133614311	0.421227719646558	0.176129986689835	0.8697001548244591
SULT1C2	-0.127497238201004	0.412415937330219	0.155550922357343	0.8659554198795055
TMEM99	0.130095731378116	0.458677435149462	0.175561534503581	0.8827917536192628
CLEC2D	-0.0511699628006993	0.756846938063995	0.165264870841777	0.960226988703882
GPN1	-0.222499615681226	0.150152517245056	0.154621754093498	0.7000314110188531
PRPS1L1	-0.204164083063156	0.182962125278739	0.153312036394364	0.7266020690792104
SEMA6B	-0.130337701285654	0.397479388881625	0.154039532861889	0.8633371815606296
SLC7A8	0.208751563639449	0.150605690572193	0.145229052175025	0.7004528324816235
SMCR8	0.18587758127745	0.223048468705556	0.152550991395805	0.7591905900985856
SIRT1	0.239132637504844	0.141005455080984	0.162447934390768	0.6927018407986242
WDR92	-0.100384678746207	0.573180948666484	0.178185121754894	0.915607497282374
CD8A	-0.144546679340641	0.413186288172791	0.176642793058679	0.8661758451814989
SLC47A1	0.391492176215782	0.0099835367633064	0.151953240263295	0.3365376290786415
PIK3R3	-0.181448387920188	0.285167317627392	0.169770976717479	0.8040428566870224
OR1A1	-0.12345806393339	0.452101255766282	0.164191181769396	0.8820330951541657
GATA4	-0.0637548772106549	0.677585934047527	0.153345537367493	0.9419636959266303
CNPY4	0.0703679109947559	0.687654489302383	0.175027080385595	0.9443624061600067
SOX13	0.194984866974584	0.261465160961649	0.173638626741207	0.7834477699177739
PCNX4	0.156885014891914	0.318024395401201	0.157116615195003	0.8241739848359996
SVIL	-0.379035943812223	0.0140720714421984	0.154367154206133	0.3746802439840049
FAM117A	0.0295583315460754	0.842206627005381	0.148480801686427	0.9742601425842771
ZC3H14	0.303779027180946	0.0624709275787121	0.163064447232756	0.5657410452664251
UGT2B17	-0.155797613078944	0.304224764391284	0.151640289234625	0.8137338236688062
GLRX5	0.0818378679223582	0.624158900748959	0.167028100685111	0.9295158726283556
KRT7	-0.267738563538231	0.0611713832688433	0.143003284976664	0.563798830198863
NAT8	0.0294016364369313	0.867343934501386	0.17602272079425	0.9768150220367184
RWDD4	-0.130014481850066	0.428766438828833	0.1643040251144	0.8728288398569948
RPS18	0.138667174896602	0.42497095395224	0.173806093128499	0.8720264090624084
PIWIL3	0.0719649345879474	0.632927946305874	0.15067725340673	0.9305902249858766
SEC11C	-0.073871739103112	0.641382641137698	0.158602514186537	0.9320980619805843
HHIPL1	-0.188684971470521	0.199103324554042	0.146938276750791	0.7384601210743073
RTP2	0.0476492256569041	0.77279779152704	0.165037704663491	0.9609155154530252
NXPE3	0.0637879981007911	0.697108112680825	0.163883727633507	0.9458380613061873
MATR3	-0.0871546304700732	0.611499795138437	0.171586605677481	0.9254260314734007
SLC6A8	-0.158910192280689	0.327635900480586	0.162337654874767	0.8291325756777831
TCTEX1D2	0.281446884927286	0.0753917896435949	0.158287545622857	0.5951243481710139
COX16	0.0822601276165573	0.601273909463332	0.157414729622388	0.9230217916137704
ZFP69B	-0.0741215882642476	0.654866475795018	0.165815697736944	0.9356368113213993
FADS3	-0.0875993847412732	0.589531287227241	0.162366797893151	0.9205473810973712
CST2	-0.0683373878142434	0.69851944726785	0.176436584531002	0.9459605099463745
SRP68	0.0285490952361528	0.85106373255746	0.152049901373156	0.9756841619689788
PPFIBP1	0.266872483170183	0.137398464205664	0.179645700337023	0.6914779207651507
MYH11	-0.045438933642434	0.781103048000753	0.163518890221627	0.9624008572129976
LYRM2	-0.399243285665005	0.0191533090460568	0.170432255412528	0.40399499949637535
ATP8B1	0.124329378472117	0.421875858420457	0.154798126494835	0.8697001548244591
NMNAT3	-0.0171782925040672	0.933594604522798	0.206164738425616	0.9890841987053106
DPYSL2	0.326095497977799	0.0316785087585592	0.151782179867707	0.4573088579541772
MAP4	0.0366105038653611	0.825408504171116	0.165963213569017	0.9707553345106636
GNPAT	0.0984436338590067	0.524833891142256	0.154807048883019	0.9007425986426983
CD46	0.423829765982267	0.0034513138407163	0.14492926068625	0.2243723780091386
SCFD2	-0.198437653667327	0.186073839364064	0.150071968055627	0.7298818252245403
SPART	-0.180125191716768	0.300403429041364	0.173938438199721	0.8120168477455135
NDUFA1	-0.043812052252298	0.786123954541753	0.161461187629071	0.9629027460725966
NRBP1	0.12693052680072	0.412075758987429	0.154746860105802	0.8659554198795055
GPR89A	0.0689873981643918	0.689405432735877	0.172614324355231	0.9450445886054046
PNP	-0.161416965238264	0.31911548772301	0.162020136842707	0.8244133241563284
OPN4	-0.22978743501845	0.165040924016023	0.165515256976344	0.7137528503025983
PTPRZ1	-0.0622867303658511	0.704393049336162	0.164172948204905	0.948268864233093
PHACTR1	-0.122466688254007	0.44940398493412	0.161905371971861	0.8803917555222934
LOC101927751	-0.152443014550044	0.343717264005395	0.161000856002816	0.8347948354584768
ZC4H2	0.114431116305637	0.469516168966048	0.158214318001637	0.8851216199638446
INKA2	0.0774260653171027	0.639316841208779	0.165209376363717	0.9308653337581752
ACBD6	0.22551109702023	0.160203650899178	0.160576182316215	0.7119744501573053
HMBOX1	-0.0453187019707812	0.780108462722124	0.162329238032995	0.9623367732832809
ZNF20	-0.129390627860696	0.401443604145414	0.15421163721484	0.8643036979362331
FBXO32	-0.301672228252703	0.0745895161409348	0.169195494989926	0.5931711407383857
FOS	0.122231266102076	0.438556246880068	0.157792380029732	0.8759208831009008
DNAJC7	0.111690801518893	0.487883873030083	0.161012352104632	0.8899135320463974
ARHGAP36	-0.214611616605663	0.148607064350223	0.148574736520923	0.6988059949309742
CCDC38	0.209576518318251	0.176853237801131	0.155183523695257	0.7227420564661597
SLC35E2B	-0.219903257554455	0.174477320973413	0.161936831209073	0.7201314388002873
GIP	-0.14562990836842	0.412645199050735	0.177760569400998	0.8659554198795055
LCP1	0.215012704343584	0.159993072582336	0.153023621806121	0.7119744501573053
NRN1	0.0062459685892093	0.967352313597469	0.15260410127042	0.99555385322488
SPACA3	-0.196337942312467	0.239250733335105	0.166831796467308	0.768333764421351
OR51S1	-0.005857556892347	0.972040394109747	0.167123152816837	0.9961427316028686
PCDHB4	0.407892944511709	0.0161545302473262	0.169573465942929	0.38595882808573845
ANKRD30B	-0.158440078499739	0.308869622609736	0.155700256770889	0.8166091126165612
DEFA4	0.148287897282943	0.39143105109112	0.173026331657768	0.8583411242132971
AGPAT3	0.107065770204468	0.535046797521628	0.172597502897435	0.9038021019682458
TEFM	-0.193396671400819	0.267307708918427	0.174343703682129	0.7894609462910119
TAF12	-0.135509200937761	0.389945977287926	0.157621011052962	0.8581549814619388
CDS2	0.0933623660423073	0.510572101105933	0.141899494665972	0.8962069527516181
SSMEM1	-0.197612053881787	0.184747516287365	0.148997421477428	0.7284818958921051
ABL1	-0.119585798079463	0.496969395490502	0.17605152446629	0.8924940664535095
HAPLN3	-0.032195016027819	0.840050322560818	0.159516215815342	0.9741281278024957
SRGAP2B	-0.0718511161446787	0.664530117324043	0.165682610165117	0.9369907557255437
RANBP10	-0.288002090603924	0.0722920965481787	0.160243822082318	0.5901310587934466
GNPNAT1	0.242391476937092	0.140910936276566	0.164622577601305	0.6927018407986242
TMCO2	0.207383981437932	0.233009576686517	0.173886184478976	0.7634600480899683
TFR2	0.116804542126344	0.455177253014868	0.156404281744609	0.882425173102015
CHPT1	-0.0410711099871	0.79869797465094	0.161042632598364	0.9648218010260737
TM7SF3	0.0334658378836743	0.82434987622076	0.150778419870768	0.9707179366659293
RNF225	0.0323929097742589	0.855715333672095	0.178148416966497	0.9758143664152137
GJC3	0.162811080144662	0.303102533392755	0.158099261724127	0.8137338236688062
LYST	0.0109385046790619	0.940057588106593	0.145463710380488	0.9896576269280989
ENHO	-0.198553720830196	0.219117249707967	0.161573069881353	0.7552500728749916
STXBP3	0.033520999439889	0.836860318847236	0.162793516076784	0.9737786733985063
SPINK4	0.243934529812559	0.0941820980659839	0.145742360422957	0.6317480222944274
ZNF43	-0.262791200518338	0.0884835110985076	0.154269799538083	0.6197973774848369
BCL6B	0.051802265494128	0.716425944889119	0.142611853078836	0.9513717045359203
UTP6	0.0386947984242248	0.822319239352748	0.172311537290021	0.9701967047952988
ALPK2	-0.0204521381375126	0.895458760481847	0.155647739083979	0.9809128013230765
LOC100506100	0.149027471689221	0.414171704698638	0.182503243372308	0.8664713872691998
DMRTC2	0.226959654092195	0.154149506012863	0.159266957350891	0.7059077881640617
OSBPL8	-0.125758314303243	0.449554544172923	0.166312245102663	0.8803917555222934
RGPD3	0.0862183731502436	0.553335832140615	0.145450233613321	0.9105944442695448
RAB28	0.166404695657802	0.289751095116627	0.157183107753349	0.8075216591925047
PRMT1	0.203088705142899	0.177112672331333	0.150469668405928	0.7227420564661597
SCT	-0.39281998245331	0.0066292245551889	0.144689463206659	0.2786877011041652
RALBP1	-0.0438864725105623	0.759413460380983	0.143302247947248	0.960226988703882
CES2	-0.108893519035678	0.502223732145616	0.162286639189556	0.8931659052945589
FABP1	0.212131133710796	0.202340122915328	0.166388744950998	0.7397482833755811
LAMB3	-0.195363161919777	0.229872019481487	0.162709267487275	0.7626512456589049
IFI27L1	0.128672134954818	0.424314468164381	0.161049832717333	0.8717603006767751
FOXP3	0.224209548386988	0.125449241433659	0.146322544551713	0.6748086707496733
POLD1	0.070119987608761	0.680026782326051	0.170018108751484	0.9419636959266303
SPDYE8	0.465586029174226	0.0155357146885515	0.192419239456281	0.3832170455697533
ZNF418	0.0943558638952689	0.559869212326635	0.161835459753231	0.9132667146448344
UBASH3A	-0.16071387637843	0.284821096653098	0.150262825035633	0.803813708895557
TYW5	-0.160528505562366	0.307506673777659	0.157308748448639	0.8157896597313413
CLRN2	0.0388089357243422	0.797879409123134	0.151542645531482	0.9647248160933213
CELF1	-0.207291245389848	0.181198014341583	0.155033321070671	0.7254975834279942
LCE1E	-0.355767033261035	0.0422433492743477	0.175158504684164	0.5035030679979643
PRAMEF18	-0.0802352739240731	0.61177509303343	0.158086209083056	0.9254260314734007
TUBA1B	0.254156865124441	0.120045253258462	0.163488700241866	0.6688655479227988
FAM174C	0.181500196309312	0.27897036007107	0.167646673587758	0.7972376375045364
SMARCC1	0.182308597317624	0.215764153460877	0.147276007941741	0.7523737159574756
RASD2	-0.112734913583274	0.45805350641695	0.151922413548758	0.8827917536192628
SULT1E1	-0.396886598044545	0.0216160428817037	0.172781166086564	0.41696548433698055
CLEC4G	-0.12708170332112	0.456944350018891	0.170834501421109	0.8827080551197998
MACROH2A1	-0.101509696036652	0.523492273984584	0.159113230255946	0.900721287267616
RFFL	0.126390603862266	0.367511995342412	0.14025579226748	0.846492315472136
ESPNL	0.0111988626373265	0.944444395542219	0.1607069752322	0.9901287323930824
NAIP	0.183755307222876	0.259330413226068	0.162907229749465	0.7824123571049033
JPT2	0.343125145683116	0.0223889489805229	0.150249413655718	0.419233334734686
OR2T27	0.0073191382346591	0.96323576280294	0.158789100780154	0.9949878350000685
DNASE2	0.165190638319921	0.338997807783897	0.172766930273625	0.8337761241846071
FAM98B	0.0930803644697175	0.595138158086152	0.175158992931076	0.9226870101636435
ZNF705A	0.284543972834714	0.0878163164922005	0.166689413393444	0.6197973774848369
HLF	0.321817216986829	0.044791898527073	0.160379077005412	0.512474499615531
HSPA4L	0.108795163230411	0.457223129952089	0.146342741974548	0.8827917536192628
EXOC5	-0.102594359966222	0.54661734749872	0.170185996586867	0.9076167891310578
MFSD9	-0.0005344371531666	0.997466437597637	0.168307848366272	0.9998239047083294
OR6B3	0.008220802708098	0.960593257562371	0.16638228185315	0.9946910687215194
FAM111B	-0.248858110426882	0.137168689149441	0.167421393044835	0.6914779207651507
AGTR2	0.174122714074729	0.276257499976924	0.159926800839832	0.7956461500471195
MKLN1	0.039215867258082	0.790670267217862	0.147738915533895	0.963476974810175
GHDC	0.139747038091596	0.396902259965351	0.164958150973784	0.8628701586228692
FBXL3	-0.0773900764510593	0.635669482723851	0.163352150445388	0.9308653337581752
GFI1	-0.0342258478049398	0.836723027622657	0.166074830555793	0.9737786733985063
CMC4	0.312586829957616	0.0547497200531612	0.162732991934192	0.5482719686682573
WSCD1	-0.142947148523979	0.385026584858762	0.164558263438931	0.8562028713543816
CCNF	0.143998170462305	0.342763568154307	0.151781693512878	0.8345806890199103
KLHL1	-0.0325648398345314	0.842579132064647	0.163975674419657	0.9742601425842771
FAM189A2	0.183260794705274	0.231942148409911	0.153308729619608	0.7634217207470079
MCEE	0.30982767804291	0.0706019226591909	0.171362078250016	0.588177024331923
CD58	-0.0283403611421102	0.861413162392096	0.162338662339095	0.9759518452059429
TBC1D23	-0.125182722392178	0.458777969687939	0.168969335311877	0.8827917536192628
RPL5	-0.177640894852124	0.270102582837435	0.161077847709258	0.7907188384886694
WNT8B	-0.145184976930873	0.409203609542513	0.175918690505739	0.8659554198795055
SLC9A3	-0.179147620450949	0.27319854229217	0.163496678176709	0.7932923433681571
RPL23A	0.0487294105784619	0.762025184799807	0.160917438391645	0.960226988703882
CCDC114	0.0361889106654637	0.837156114534135	0.176073915183112	0.9738720564230706
RNASEH1	-0.0885855437547707	0.564326411443207	0.153680346552131	0.9137938528257672
WDR45B	0.134764391141605	0.414783258337924	0.165252669252342	0.8667391353465003
FOXD1	0.120518742308672	0.477058516915615	0.169496072469988	0.88697974909581
PRICKLE2	-0.0132557925383353	0.925143776370479	0.141084480680937	0.9873878603566699
PKM	-0.0650310467048132	0.674575400162472	0.154881228752523	0.9401479276516409
TAAR9	0.0865514409909291	0.602685196480191	0.166271467185269	0.9230942906109685
MORF4L2	0.0857448251633535	0.664188022689165	0.197505788753936	0.9369907557255437
TEK	0.09051677872554	0.530249548823	0.144221089681358	0.9020684614229038
GCLM	0.18092946469152	0.271781928463428	0.164635757023332	0.7916688248780641
SLC8A3	-0.0165800825741118	0.919976090337437	0.165035328528682	0.9869074628487583
GLCCI1	0.275845119757515	0.0564193115988831	0.144589383352373	0.554033840277783
GTSF1	0.117279722703353	0.541757677628167	0.192212305948157	0.9053039499511323
GSDMB	0.0474057788491515	0.759164191521678	0.154628497913963	0.960226988703882
SPPL3	0.130344088142824	0.430496633201601	0.165339501103815	0.8729657776066163
ARHGAP28	0.23560122022058	0.21774491466564	0.191149926234216	0.7549700879166227
DNAJB9	-0.180593613317346	0.284286941235438	0.168662639230653	0.8033025754903257
ARHGEF10	-0.289616575178358	0.0848543770643964	0.168070129398098	0.6153315198868283
ADAMTS9	-0.299239506576289	0.0761059110146132	0.168705247579619	0.5962150941528667
SERAC1	-0.0117028973896896	0.936151734533066	0.146089855743849	0.9896576269280989
ACKR3	-0.0233048301672546	0.887760387325931	0.16512008034665	0.9798026403422914
ANXA6	-0.0571339359551632	0.726507241989543	0.163344625004178	0.9536062392512007
SELPLG	0.0293588063447287	0.845786436699846	0.150947042864503	0.9747025509385687
SGSM3	-0.134032120038508	0.423768018743893	0.167560835231256	0.8714510364351293
TIGD2	0.0177877267723497	0.911431229591752	0.159913473020829	0.9851238458107726
GLOD4	0.0108838804460782	0.945341463883088	0.158754382473993	0.9905520597984868
KCTD3	-0.0685897332029849	0.646919266167837	0.149744145100348	0.933333708651275
CBFA2T3	0.0037441054551704	0.981429632090669	0.160852720529852	0.9971078932417499
BTBD2	0.201644335207348	0.177761597289364	0.149623397753179	0.7227420564661597
SLC25A24	-0.139425790754388	0.38183006635239	0.159429523273077	0.8543402504057409
CLEC19A	-0.101420479390193	0.542306116317781	0.166446059517279	0.9053039499511323
MRPS26	-0.0352228949625246	0.836361356401434	0.170529676065115	0.9737786733985063
SKOR2	0.174862545995306	0.29073360973258	0.165509027403975	0.8079316290353683
RASL11B	-0.248581581173795	0.126933032667582	0.162864563757237	0.6752558912050297
CSF3	-0.277803531204138	0.0712362884745811	0.153995800748445	0.5894155268649091
TTC39A	-0.0653640782152361	0.704761784312153	0.172509895114625	0.948268864233093
NSUN2	-0.152105950952165	0.30366605654348	0.147876182107076	0.8137338236688062
ZNF334	0.111933980879425	0.464711712416307	0.153101335141339	0.8838088899359409
VPS26A	0.0349268043617463	0.804333052307768	0.140979832336374	0.9664087785815475
EFCAB5	-0.203096620514671	0.236932040778596	0.171724311264195	0.7659900187139707
EMSY	0.0888623125187526	0.61259530357827	0.17548809306736	0.9259380811288921
SLC12A3	-0.44930161879185	0.0095047205254416	0.173251732579616	0.3327200533165643
LOC105369438	-0.0058453992598778	0.967496987504704	0.143453271829721	0.99555385322488
MECOM	-0.164063731035285	0.30449056394755	0.15977362686975	0.8138948299203461
TMEM221	0.0553532003759239	0.722498548098503	0.155871147603872	0.9529377356571842
GOLGA6D	-0.128599715069364	0.414618854938666	0.157637786232839	0.8667391353465003
POLH	-0.0271258270793473	0.859085798045807	0.152788827659787	0.9758143664152137
ERF	-0.244223998017891	0.115716724182156	0.155259118831275	0.6644768234346328
ZFP28	-0.0570799007497097	0.716205625177878	0.157013698547605	0.9513717045359203
LINC00476	-0.0090496714262042	0.961408966953325	0.187032481391752	0.9948680572852935
CSRP2	0.138826185681896	0.354086439473118	0.14980832487793	0.8396560581313286
ZNF565	0.329269563690098	0.0444604080439411	0.163838200258249	0.5118317065505006
GPR62	0.070076949330315	0.667089904152208	0.162914576106545	0.9377587091885584
TRPM8	0.284552456114583	0.0727713489681393	0.158590242025487	0.5901310587934466
ZNF234	-0.321519081525129	0.0365533904548878	0.153784082831422	0.4843604573736923
PRSS38	0.0348054308070222	0.834739966441392	0.166831451068247	0.9733696692970433
TMEM196	0.0873315809316012	0.529517953818141	0.138898906150268	0.9017333224329676
PEPD	0.360595826788926	0.0198879022841636	0.154864779317689	0.4108735759154057
SOD3	0.0628841290046688	0.702739644530848	0.16477996117522	0.9478451517083528
RWDD2A	0.292205671908079	0.087011905625982	0.170743214435937	0.6191287024162108
C1orf87	0.0120587759796415	0.942570799054162	0.167392118948803	0.9899386253855822
ZXDC	0.0401491174445972	0.791018306274046	0.151512667779479	0.9635068881996418
SLC13A3	0.0926137956864007	0.599797300982154	0.176510773893951	0.9230217916137704
TAC1	-0.147154715165319	0.371306370502945	0.164597248793666	0.848975974015541
KLC1	-0.31384553167968	0.0367391781017445	0.150262335530698	0.48546529315824405
RAB9B	-0.254827539984531	0.0942451265443962	0.152279711026877	0.6317480222944274
GTF3C2	0.429966412769759	0.0092600742608804	0.165225520576394	0.3282239214780926
ZNF514	-0.280176591632486	0.107383511006733	0.174015625046711	0.6508554704590411
H2BC13	0.0796328342815825	0.611940981143008	0.15697236949783	0.9254260314734007
MFSD5	0.150504642351364	0.346088572156187	0.1597369109951	0.8362777007372656
UMOD	-0.337221492748512	0.0274920522738053	0.152972421667578	0.43846524176335366
DENR	0.200201320733192	0.202424042921998	0.157060589647652	0.7397482833755811
AQP7	-0.183260832017142	0.261144716455763	0.163088478205008	0.7831568597710715
GTPBP10	-0.225246114094862	0.192374017219263	0.172789313062718	0.7350613577820492
SPDYE4	0.177622709458274	0.258896259376539	0.157326946257947	0.7819294191855216
APOO	-0.170878481420361	0.291572714989065	0.162019608055347	0.8086877642368948
ZNF345	0.0039210802219536	0.979712713422409	0.154196679583073	0.9971078932417499
TAS1R3	-0.141219363327606	0.357530057998569	0.153485675006797	0.8418420759113985
POT1	-0.156805045141002	0.341226339153451	0.164755318786259	0.8340864524568172
PPP4R4	-0.274207490702405	0.117222620125224	0.175040386002873	0.6656347291269639
LINC01387	0.164362284289054	0.244192445173194	0.141135404880681	0.7728382431190767
ATP6V0C	-0.192141529682381	0.218265096228782	0.156066143033444	0.7549700879166227
ZNF414	-0.127326409441362	0.454504230763628	0.170239101867483	0.8823316396528623
CDADC1	-0.248255307815584	0.165862105112426	0.179165140403468	0.7138682138178
TMEM250	-0.203679667859519	0.229781382955485	0.169602717269031	0.7626512456589049
PRAMEF14	0.124774338452784	0.453678098225077	0.166521827820993	0.8820330951541657
