genes	const_pval	sex	age	bmi	p_value	coef	std_err	fdr_bh_adj_pval
SPTSSB	0.2337570987890285	0.5695411166019063	0.13425440752341783	0.8497557318482452	0.25838740224622836	-0.1827968756049216	0.16173697209081844	0.9753696648669917
ATP1A4	0.28267343874303297	0.7849540835793095	0.21017200661475344	0.8703390043386854	0.2584475224512923	-0.20136362282823825	0.17818715486808923	0.9753696648669917
COX19	0.3968607989758256	0.6125308742345164	0.15698449234405135	0.8908297911347817	0.2584553992593521	-0.08723869492548739	0.07719900836248697	0.9753696648669917
PRRC2B	0.21626795260604748	0.8454413030688488	0.172579894337752	0.8732243186737896	0.2585549161652524	-0.2913705744097937	0.2578926824549073	0.9753696648669917
CACNB2	0.8968612399590917	0.7415472305404864	0.21306200184853608	0.9664818851868976	0.25858894737918703	0.2707289158118427	0.23963983474908848	0.9753696648669917
GPR142	0.26059523317338795	0.6970022523144916	0.17784627424055766	0.9490498545719243	0.2585910655812981	-0.13348694435593594	0.11815853318515177	0.9753696648669917
DNPH1	0.6203291620803186	0.7743783825121832	0.1939971088565351	0.9258262695497039	0.2588183276328728	0.06613389504582665	0.0585676311451238	0.9753696648669917
ZNF56	0.38803331612413694	0.588974070462118	0.21626319938283	0.9837060488760683	0.2588238739758274	-0.12035902939193369	0.10659020353051812	0.9753696648669917
EMC7	0.6697784331160017	0.6121318833385323	0.19829177147119503	0.8679956038707614	0.25885644202305236	0.12230149982152445	0.10831786632831596	0.9753696648669917
GTF2F1	0.9020077156798215	0.6572136040739138	0.2643381046979497	0.9601724134172316	0.2589805834949733	0.17096114554149994	0.1514533670808054	0.9753696648669917
AQP6	0.3112202093086228	0.6673351312677938	0.21593151709618363	0.9923930600459451	0.2590734599101844	-0.19976473461070907	0.17700479104712466	0.9753696648669917
ZNF689	0.8665828257515948	0.7855122881388563	0.24052053404660645	0.8391012847938472	0.2591359634078486	0.0769510051780113	0.06819263699295197	0.9753696648669917
ZDHHC4	0.882049546815251	0.7469477637563771	0.27057337917324753	0.9405771302274972	0.25926251404647593	0.1039204261957311	0.0921169362381403	0.9753696648669917
FABP4	0.30778130087640454	0.6744011385511492	0.14625545093734887	0.9557464944707044	0.25928321629530704	-0.06721849179999105	0.05958627046722751	0.9753696648669917
NCOR1	0.20364988761476233	0.649482958807855	0.17621494377631297	0.8938625944698937	0.25933393587398124	-0.2975767259928659	0.26381691648483974	0.9753696648669917
C11orf1	0.7581310668976086	0.815603150047441	0.29012731416881876	0.9382744313268762	0.2594051212460622	0.09366143584257831	0.08304803949168046	0.9753696648669917
EEF1B2	0.36297417687063194	0.6246744179677521	0.2039022317292316	0.9113919211722004	0.25941971619315574	-0.08334107283687205	0.07389940894190482	0.9753696648669917
DEFB127	0.4301077584532196	0.7553670915228613	0.25136800302838214	0.9557831776105996	0.25942128170854906	-0.06300538396023339	0.05586772255904952	0.9753696648669917
CCT3	0.2817485779706769	0.7373336600847669	0.2537262653135952	0.985610197723094	0.2594597608324817	-0.16791558393558778	0.14890503619912634	0.9753696648669917
ORC2	0.7194127062982698	0.7810098437251592	0.1992453733692946	0.9389246053580617	0.25948916745120243	0.1265094199925546	0.11219359217897364	0.9753696648669917
RDH11	0.34185617764986154	0.6602937725959834	0.19243055348344928	0.9410697830096808	0.25949518008083206	-0.10500390631369157	0.0931228213658503	0.9753696648669917
CCDC92	0.26143734220230896	0.5917489030215839	0.15642303466946791	0.9136543996725432	0.25950476766863007	-0.11823624339612458	0.10486004316027982	0.9753696648669917
ARPC5	0.8910441824817876	0.7519477103419925	0.3058503282864974	0.8541665411255404	0.25952705805679244	0.18258413645042368	0.16193576226109097	0.9753696648669917
SPINK4	0.3851286499817075	0.7102350227327283	0.19287797778754312	0.993391170445861	0.2595369477955245	-0.16044902421378024	0.14230685581247057	0.9753696648669917
CENPW	0.5437891737565981	0.7786271263092486	0.16996704600656576	0.9719296217257426	0.2596159221830532	0.07419288868724183	0.06581471581568066	0.9753696648669917
PRSS48	0.24324072476170588	0.6450030924293558	0.1850844924680335	0.6442511606189469	0.259661750746504	-0.08814449587111346	0.07819836993871758	0.9753696648669917
ZNF235	0.7669335965636032	0.7238191649015253	0.223814822939995	0.9094313951547822	0.259695533294683	0.14607222755335217	0.1295987897181819	0.9753696648669917
PXDC1	0.7479283205735408	0.6769434767668827	0.21908246860597258	0.908854557705493	0.25970298606723585	0.15871293485718982	0.1408161314486429	0.9753696648669917
HBM	0.6390445194375292	0.891209513319045	0.231179339913833	0.992867081674993	0.25971748070271383	0.11496706699679499	0.10200624235958249	0.9753696648669917
MOCOS	0.25497498727498	0.6663533746731833	0.18303022192751295	0.97428795347961	0.2597386339482626	-0.1710861656821117	0.15180548749295394	0.9753696648669917
MTMR7	0.22792765451329022	0.8200885373469926	0.1747275286882669	0.7306906747299108	0.2598184453405713	-0.11557583897482937	0.10256811489821047	0.9753696648669917
COX20	0.3679545166179292	0.9395841111385158	0.25611822100445936	0.9531684052319631	0.2601669838558647	-0.10210248921821356	0.09067744490260056	0.9753696648669917
ZC3H12B	0.3067716475271254	0.7944575283151027	0.22544129193132567	0.9815045768157187	0.26024222311855283	-0.1157703149864375	0.10283210278613905	0.9753696648669917
UBE2Z	0.27941700472401565	0.6050517618025253	0.17804780967176836	0.9082188526760132	0.26038329404080085	-0.11656976771259911	0.10357285990303973	0.9753696648669917
SYNM	0.9104132921215999	0.6976892909717098	0.2138633512930409	0.891526001819092	0.2603931084540808	0.2189295860534328	0.19452410918143978	0.9753696648669917
FCSK	0.9984049614655692	0.726474455646613	0.2504690849284521	0.907642933503332	0.26041440144198236	0.20648129586847397	0.18347170477220948	0.9753696648669917
BTNL10	0.7036990772775165	0.6791357535084508	0.31633624659870463	0.9177364092570632	0.26044405980739604	0.2502495708248958	0.2223764237882854	0.9753696648669917
F8	0.35134843550216266	0.573774284128967	0.26172756119075014	0.851903296684147	0.26046285705659344	-0.27473716143299964	0.24414617958660706	0.9753696648669917
MON1B	0.259857048379578	0.809148255385555	0.15411514059725653	0.9204436665164962	0.2604846062476389	-0.14578298219640953	0.1295564892433691	0.9753696648669917
FAM24B-CUZD1	0.8125583382989249	0.7068705038093659	0.20430345487898516	0.9707137615966909	0.2606077940654318	0.1658187190258022	0.14740021720193938	0.9753696648669917
MARCKSL1	0.7504018092619045	0.851602443018569	0.21545447568701426	0.9544657422861613	0.26064863731590715	0.06249948380797486	0.05556204290837174	0.9753696648669917
KTN1	0.2364239523965751	0.771942137867775	0.21069083451270243	0.9720314842784096	0.2608121516589026	-0.23410869034514467	0.20819402452566224	0.9753696648669917
IL22	0.31626747756531715	0.7314006129444415	0.17638815524144913	0.9195266463120554	0.26083672940616953	-0.13863631551439126	0.12329632162682742	0.9753696648669917
TRIM73	0.8803797702577365	0.6129680616203251	0.35163460959798776	0.9087683074662272	0.26089914365534417	0.0704212311448355	0.06263737894886638	0.9753696648669917
FCN1	0.40196575860502626	0.7089782034529019	0.26979631208574195	0.8981171494299072	0.26098147724869236	-0.24654913201548603	0.21933524914608682	0.9753696648669917
CPEB4	0.27271003560852347	0.8095832998104423	0.18921048475098856	0.9958879470952838	0.26099499811580607	-0.10492563513388858	0.09334667992351518	0.9753696648669917
NPTX1	0.24055778494116453	0.7969773101294276	0.16681432195027368	0.8693981333507204	0.2610197294009726	-0.12424613596868625	0.11054082087178885	0.9753696648669917
DENND3	0.9636603271833537	0.9485927324111387	0.2938340202190802	0.9465767668888829	0.26102157493498457	0.44564865151135985	0.39649167387255674	0.9753696648669917
NAIF1	0.774498379794742	0.7196955191157659	0.21758763853388585	0.9531510143157901	0.2610703638063103	0.0694734937678451	0.06181659084258462	0.9753696648669917
GLUL	0.7809385642287101	0.7878823577086127	0.20952509737934366	0.8823706397781426	0.26110245636132223	0.10793608277116003	0.09604655480597511	0.9753696648669917
SYNJ2BP-COX16	0.3274849437072299	0.7971660432782604	0.22821373129249534	0.9927268050539567	0.26111949062454676	-0.12567307529792926	0.1118337518797759	0.9753696648669917
SIGLEC8	0.32721766083520587	0.7417049441334768	0.19237945312665838	0.96169576226216	0.261173428956323	-0.23046498570766424	0.20510900510106544	0.9753696648669917
SYNCRIP	0.3292112380271548	0.8501202456603824	0.22879945402993807	0.8610613001402144	0.26118398133131226	-0.13610019387354697	0.12112899923989011	0.9753696648669917
MMP14	0.2655572022418795	0.6707301973140349	0.18982540635877754	0.9505241243661751	0.2611867507419938	-0.13229370190949777	0.11774191000602797	0.9753696648669917
CLPTM1L	0.26981845402895144	0.7899445217350063	0.15949247187931115	0.988442021659823	0.26119488118000556	-0.31251874272039143	0.2781476404850982	0.9753696648669917
WWP1	0.8359596461683501	0.7805466447772669	0.1685906293883498	0.9707086859388451	0.2612558382637883	0.19830884670021465	0.1765212169951087	0.9753696648669917
KCTD13	0.2606922035473489	0.7421926566779349	0.1441731672528071	0.9717173996360018	0.26125929729085184	-0.17041755352402063	0.15169536124481975	0.9753696648669917
TLCD4	0.7116718970633331	0.6333757366851351	0.20857591630920302	0.9667378883574742	0.2612716529823116	0.14269584667820412	0.12702247150234974	0.9753696648669917
GTF2E1	0.8396454677006203	0.8048029089538237	0.1789513274609047	0.8065994677174916	0.2614017157702162	0.059302860474226726	0.05280357250305914	0.9753696648669917
GHR	0.8120905279467938	0.9072602227195508	0.1456556961546731	0.8725303715186306	0.26144968204871377	0.17267259075647565	0.15376402775843853	0.9753696648669917
HLA-G	0.3027079428943362	0.5738133931964642	0.1826384720220975	0.9605845939128965	0.2614561143683428	-0.17219379737955473	0.15333973277275986	0.9753696648669917
KRTAP6-1	0.5405290352300373	0.6862347828939079	0.19316882836007765	0.9120443204491916	0.2614985100968431	0.04942181666527153	0.044014371765302464	0.9753696648669917
MAMDC2	0.8495754758190808	0.7735741106997939	0.16899995630065046	0.9778094083425668	0.26162507630583864	0.14742644574386873	0.13133075395624955	0.9753696648669917
JMJD6	0.4623914107964173	0.6457977893057367	0.349401820507546	0.8407243061459484	0.2616294233783265	-0.16557080304147828	0.14749549482444124	0.9753696648669917
ATP2B2	0.9493353833746956	0.6790794151879987	0.16083213068659974	0.9982130870028342	0.2617644102720743	0.24984053476975734	0.22262851988208243	0.9753696648669917
IRF2BP2	0.2304477256770785	0.8756720105953224	0.25622530360181783	0.8298156637805831	0.26177589908345567	-0.1451683149224492	0.12936005553622204	0.9753696648669917
ANO1	0.25756263607064656	0.7168453122017211	0.20203893131196948	0.881741465951745	0.26188099945924603	-0.2940599828105602	0.26209574258456936	0.9753696648669917
TYMSOS	0.31426906490583495	0.6589013298183838	0.18994192017026035	0.912795406764801	0.2619318882220323	-0.11082827826178883	0.09879181207877541	0.9753696648669917
TCEAL6	0.3972003046468754	0.8560465512426912	0.19922540272386347	0.9948533410894743	0.26194363576195656	-0.1444113412343403	0.1287307681418168	0.9753696648669917
KLK5	0.40970751660436755	0.8223410173833405	0.21497656307514623	0.835737672854488	0.261946350035988	-0.11786352643977382	0.10506618447007975	0.9753696648669917
ANO2	0.2673113326044617	0.7546757628429692	0.2032799825651439	0.8683631257744816	0.2621727505973631	-0.24076750395045626	0.2147274096935275	0.9753696648669917
F5	0.26154040229402387	0.6814042718993347	0.22540598807521828	0.9244456808598955	0.26226301624667336	-0.2162532011564273	0.1929009286461085	0.9753696648669917
PRIMA1	0.34847090760673305	0.685679362047265	0.2203254718390114	0.9735033108106018	0.2622955494515483	-0.13310272888234784	0.11873762100880215	0.9753696648669917
TAAR6	0.739642796973857	0.8236804151939422	0.28278399246318364	0.9845404211847517	0.26230433540867537	0.07288823558371622	0.06502297226138179	0.9753696648669917
SBF2-AS1	0.3420159517844146	0.6926845362453007	0.2927489747493224	0.9729708063948682	0.26243001393243504	-0.12179764229842474	0.10868325672856298	0.9753696648669917
PGLS	0.6269142358614332	0.7481422165206392	0.20610871602391945	0.9346499905354801	0.2624573386005645	0.11010797765741766	0.09825788593303711	0.9753696648669917
HDAC11	0.8904050345477116	0.7169689701761888	0.3945485198777864	0.8381041197725305	0.26245876432043913	0.16900709024685925	0.1508185815591022	0.9753696648669917
SEPTIN12	0.3357525251410791	0.812113598719451	0.17377857069122704	0.7950358945854014	0.2625046952412913	-0.14028400408621283	0.12519871760093948	0.9753696648669917
NPAS3	0.9330235686265987	0.7697332249260078	0.2784092442473938	0.9740647030768668	0.26260091232113336	0.15728155399014818	0.14039675773602148	0.9753696648669917
CCNK	0.32705381996117	0.7716887857875956	0.19472859549718535	0.9786086739383238	0.26274309665002926	-0.16562737530737276	0.14789067449364526	0.9753696648669917
DBT	0.8405420353800488	0.6539136719874298	0.1555353180625236	0.8768400359750109	0.26275908465282016	0.12727858889828883	0.11365238914828162	0.9753696648669917
EPHX1	0.6121909689349656	0.6263700548104747	0.1738324271790299	0.8554269275610316	0.2627635042616966	0.12120821747485823	0.10823290217439638	0.9753696648669917
MMP2	0.2497200880844722	0.6387406175846404	0.16829010366675434	0.9737638999227782	0.2627995135162501	-0.17386621485276954	0.1552655850791356	0.9753696648669917
MKRN1	0.7641027264230285	0.7079088245809706	0.17070943532597338	0.9439254938383155	0.2628868092535529	0.14647546937106726	0.13082909344503996	0.9753696648669917
ETF1	0.27909313692831594	0.7841346335693542	0.19877219161810578	0.9740237026912486	0.26291203346028025	-0.35638384194871736	0.3183320671780994	0.9753696648669917
BMP2	0.3059538791248344	0.758370845325453	0.251220387276506	0.9999613719487719	0.2629293102196134	-0.06850959775005745	0.06119691379123018	0.9753696648669917
NUTM1	0.9980032541682179	0.7850065086104353	0.25463091043335395	0.85811521938368	0.26293140704126294	0.18012079413879392	0.1608954875566425	0.9753696648669917
ALDH6A1	0.31439871524115914	0.79631571039007	0.22793347180560108	0.8486527520622054	0.2629521705311457	-0.0996585965967501	0.08902534585241756	0.9753696648669917
ANKRD23	0.7467298254689205	0.8191759857457626	0.19991161155388626	0.982445162093245	0.26310982852567455	0.2041830913547346	0.18245766528099325	0.9753696648669917
IRX6	0.7067267720184259	0.7882387948698563	0.16303972962372604	0.9450493550324829	0.263114428291613	0.07802626646906798	0.06972481165203355	0.9753696648669917
KCNN1	0.8311298805048548	0.7117321258338185	0.18299479579984823	0.8998544753140484	0.26320345242765575	0.21165161329343368	0.18916861947946295	0.9753696648669917
RPL34	0.4138853276461376	0.6767495162772807	0.20123277374478044	0.9546525242847257	0.2632050130437751	-0.06708597205298669	0.05995986521294703	0.9753696648669917
ZNF443	0.3072597190249774	0.6823292920688655	0.22898450198005604	0.8613651592696585	0.2632336101862035	-0.12807953978257913	0.11448134001895639	0.9753696648669917
C8orf31	0.6370089141241255	0.8618831952759813	0.25430152255448324	0.9691207760603587	0.26331969439681635	0.2692296635267615	0.24068895587851716	0.9753696648669917
PKLR	0.28085549540381916	0.8534614320491689	0.1987890439163057	0.9580249966978327	0.2634336991803774	-0.12620507662799038	0.11285317479161179	0.9753696648669917
C6orf163	0.3633549632692241	0.7868078599286294	0.19930829679032747	0.9206690043851606	0.26344478118003456	-0.17540539341435096	0.1568519706818647	0.9753696648669917
POC5	0.3659166237409831	0.7709901095077647	0.19760228511757816	0.8284923946786051	0.2634982018095543	-0.14414552332180464	0.12891302104554486	0.9753696648669917
KCNQ1	0.915549151402951	0.7999388241443818	0.21048554607276548	0.981048851092183	0.26354913790124423	0.2541729135190554	0.22733757513650024	0.9753696648669917
MRGPRF	0.26762393227633663	0.6215698410940628	0.15699702225198914	0.9293711141460309	0.2635850550118345	-0.1111096484689838	0.09938627136594717	0.9753696648669917
ERI2	0.28685534703675974	0.82562416307139	0.1908006513768512	0.9824372168789517	0.26365105925588306	-0.11305870472887289	0.10114365914186163	0.9753696648669917
SLC22A7	0.275116090019653	0.7951172896212215	0.1675312449962112	0.9621042051394474	0.2636885681012828	-0.1768688642997972	0.15824141462591995	0.9753696648669917
SYN1	0.9780036157666968	0.6385206942752958	0.27113022872303283	0.7969077608298464	0.26372783520385	0.1588451736968867	0.14212762721743222	0.9753696648669917
H2AC13	0.7072542485115655	0.7996963363760815	0.16141494310925308	0.7752597348770713	0.2637790583928161	0.06877908290371734	0.061547079132839175	0.9753696648669917
SNCA	0.31023046829769796	0.8912200450327009	0.19788275063078653	0.8573709397538009	0.26379709519756533	-0.11703294467806734	0.10473108488505276	0.9753696648669917
PAGR1	0.709688823734794	0.6579535932581531	0.2033830324227779	0.9703020660670578	0.2639039901301561	0.08612987998957704	0.07709363482119967	0.9753696648669917
MGST1	0.7082853962134708	0.6841847015359948	0.2350512033627905	0.9551485345875783	0.2639705691519848	0.055174887521996716	0.04939314514684604	0.9753696648669917
OR4M1	0.34999991260940233	0.7846093656919708	0.24662831734036017	0.9787576181007497	0.26398221808864086	-0.060872207043903566	0.05449477524093805	0.9753696648669917
BCL2L2	0.9521435894400468	0.8149018910878028	0.1704690911160961	0.9025828341890899	0.26422399182054457	0.1845653030958391	0.16531250936351186	0.9753696648669917
NPIPA5	0.40461563590170413	0.7966515160393295	0.20571777132947255	0.930921763069288	0.2642800829906974	-0.1375042742011619	0.12317508054138401	0.9753696648669917
USH1C	0.2510850567824361	0.7124664643680634	0.2096309666240359	0.9127506290498794	0.264332701966532	-0.1920732101445487	0.17207639231461277	0.9753696648669917
NFIC	0.8016567982589843	0.746249185626572	0.2681813157650287	0.8401907067103133	0.2643542527010796	0.3172086810460788	0.2841967811781963	0.9753696648669917
ARFRP1	0.3919681205741219	0.9012056637259005	0.22253660241404527	0.8130677675067062	0.2645109209821074	-0.14474954683528296	0.129728003663258	0.9753696648669917
KATNAL1	0.3100036816205687	0.6585771642199764	0.20271267508166058	0.881723770692761	0.26457928885257054	-0.154887522434315	0.1388337666876121	0.9753696648669917
HS6ST3	0.3267245968070259	0.7822643765255233	0.17111641200878602	0.8739891361711148	0.264626824279356	-0.0745624334035254	0.06684084919766299	0.9753696648669917
ITIH5	0.9239156350645349	0.6791812177737591	0.21851439013447138	0.8971156017349857	0.2648364775496299	0.17203504359763058	0.15428701616910137	0.9753696648669917
GLIPR2	0.31500064412626805	0.5822419467726365	0.2023267232828958	0.947860252126275	0.26485948854729746	-0.08603892058077803	0.07716641548051291	0.9753696648669917
CCDC38	0.31696989642622464	0.7272599399302522	0.21503665408278394	0.9555053140450884	0.26497992172200424	-0.10171278945136628	0.09124695920927194	0.9753696648669917
MLX	0.7389411020943416	0.6487639197979741	0.19153085984336704	0.9797160908807702	0.2649883813296703	0.15831805388145365	0.14203028779260946	0.9753696648669917
COX10	0.7857226902336747	0.8343112714945429	0.2103044809263136	0.9076043244302584	0.2650079905296725	0.12230535443538462	0.10972707870958796	0.9753696648669917
RERE	0.9331336257066941	0.5898429241143698	0.16722836826217646	0.8074685581679366	0.2651453096534492	0.2825424733913212	0.2535577497201298	0.9753696648669917
DHDDS	0.31702846948795316	0.7670937828117581	0.20474419136320932	0.9658881976715227	0.2653148107157022	-0.12558823485396003	0.11274470074610934	0.9753696648669917
PRMT7	0.23950332646143901	0.9436022691076031	0.1817634144765644	0.8288873798699306	0.2653669655901709	-0.21580808505814278	0.1937591793652841	0.9753696648669917
ABRA	0.2708763300245238	0.5932073083381686	0.17074574576310475	0.8484601156168998	0.26538875729675293	-0.08672528238439224	0.07786819357936765	0.9753696648669917
NUP93	0.9514552847627753	0.6172805770791177	0.18547573412175478	0.9126283782161737	0.2654191499653179	0.18596206519803415	0.16698072987156615	0.9753696648669917
ZSCAN26	0.7216339056975438	0.7670180762158683	0.1626471252411139	0.8904846474201572	0.2654333044160565	0.06268511591609428	0.05628844995601387	0.9753696648669917
HCN2	0.23031079228700235	0.6794328180532594	0.16232873066811515	0.956975534006696	0.2654686831607097	-0.2483347010479928	0.2230100387945979	0.9753696648669917
SERPINA10	0.26203902340605734	0.762507722643943	0.183508206334713	0.7659358065066921	0.2655909794731326	-0.1351141093109971	0.12136649979241364	0.9753696648669917
PRCP	0.7904594552429263	0.6558115096941379	0.2236066323745941	0.9651100514190565	0.26561613138685447	0.11195893507913222	0.100572613534137	0.9753696648669917
CHMP2B	0.7712089932529476	0.8166155435321815	0.21412741130509594	0.8935018239407547	0.2656237528551896	0.054397817532370774	0.048866291102833664	0.9753696648669917
CLDN24	0.6153679658176494	0.7855027269145693	0.1833841294748294	0.9506405594403105	0.2656974742049546	0.04270950256509182	0.038372438222405984	0.9753696648669917
SRPX	0.7696260529711505	0.8576420566277939	0.1877984950426954	0.9783479034765165	0.2659069268702823	0.10999660019889121	0.0988699766896253	0.9753696648669917
FBXW7	0.27986387153688186	0.6405879233447699	0.21402281784416655	0.8974236310925354	0.2659361144680593	-0.17857844437994547	0.16052427622122686	0.9753696648669917
PLAAT4	0.40797109206105364	0.9353252894578211	0.21721083268208308	0.9794641256418767	0.26601359399491575	-0.17269175728803643	0.15525788932314724	0.9753696648669917
KLHL32	0.70841542107104	0.7049458662417314	0.17793550371567946	0.8911991155841351	0.26608669279116604	0.19882657096149672	0.17878163037203135	0.9753696648669917
CPM	0.6350601458216987	0.6945215458335018	0.1620547830480774	0.9491710627317759	0.26623055419368136	0.11548620486085961	0.10387457388709459	0.9753696648669917
ABRAXAS2	0.8446512862179609	0.8085702335218469	0.2618690545139011	0.9887282170959173	0.26627090950220644	0.09813728449161221	0.08827746163440998	0.9753696648669917
MARCHF6	0.8822144892010271	0.5774942258650186	0.25782613450193215	0.9275071671756538	0.2662848379616982	0.26327774151202393	0.2368332064642679	0.9753696648669917
OR4X1	0.4661914229938784	0.5741884749085446	0.26630036854115835	0.9464456121897733	0.2663440845942352	-0.07578802789838818	0.06818406182541245	0.9753696648669917
TMEM177	0.39406788836743156	0.7042342723091273	0.2676280367141697	0.9408050928780516	0.2664017774657442	-0.07243558843112341	0.06517584259254433	0.9753696648669917
PRDM13	0.28370505420614145	0.8467009801631936	0.22211796346460677	0.9618814879353347	0.2664408285875789	-0.1000787943570632	0.09005590475524028	0.9753696648669917
MYOT	0.3133547823263594	0.7631299134830911	0.210164109093135	0.97702339549284	0.2664772686232001	-0.09895432090597546	0.08905083306645464	0.9753696648669917
IGFBP2	0.3112705072223071	0.593432686859562	0.18713597279274918	0.989616291379157	0.2665461933370271	-0.13200599942562344	0.11881177645747819	0.9753696648669917
PANK3	0.5154571784726697	0.7571538769476382	0.1473963279883371	0.946695254988814	0.2666437686520625	0.07785644808875761	0.07008886367002526	0.9753696648669917
FXYD2	0.7394168286460792	0.7839087220541047	0.2343225392600543	0.9273362761324976	0.26673121602008454	0.23876992529353888	0.21498762736670612	0.9753696648669917
MAS1L	0.695829044814648	0.808387458343226	0.2457942451013243	0.9874738159045884	0.26673250692875783	0.10337977498589604	0.09308304848503471	0.9753696648669917
ILF2	0.3749799757124148	0.762231123157521	0.2973690735256336	0.8567108387120963	0.266758376975502	-0.2613743875127815	0.2353539738575808	0.9753696648669917
DPP6	0.9297598958901692	0.8014003208407066	0.2182826218216185	0.9399776888160689	0.2668114121576449	0.3249840942457832	0.2926636416231208	0.9753696648669917
COQ5	0.28322068592998473	0.8342030805185926	0.1819203200440852	0.9722945565704496	0.26698570363514096	-0.13350410287410688	0.1202706165269641	0.9753696648669917
KCTD9	0.9046423947181468	0.7350759829987391	0.1992050120158403	0.8626136068921063	0.267004550330739	0.1433354678764962	0.12913254341755415	0.9753696648669917
CCDC74B	0.31724676904842564	0.59515868439075	0.19985057988625687	0.9745557943704458	0.26702224092866067	-0.14964574393869826	0.13482252875499418	0.9753696648669917
HMBOX1	0.7369226897670782	0.6893064903264536	0.18714483208430566	0.9090771486063586	0.2670652542418065	0.17355631685326386	0.15637869254685693	0.9753696648669917
ITCH	0.29629489870617665	0.601541313362217	0.2361686058599709	0.9033613243985774	0.26708597850124316	-0.2112615129139814	0.1903602885333276	0.9753696648669917
CYP3A5	0.699306406015838	0.7824829703082834	0.26631170829072204	0.9722917789557162	0.26709414269782217	0.11096924116474108	0.09999217094191594	0.9753696648669917
SATB1-AS1	0.5623871082125187	0.7105666281488541	0.20879124456931353	0.8775734468910241	0.26721630462490886	0.23876022681229106	0.21519703050833	0.9753696648669917
PAGE2B	0.42994932892777094	0.7033744099508282	0.24663600995530466	0.9024242757729031	0.26731108561714734	-0.1039806670428066	0.09373740732712722	0.9753696648669917
SRD5A1	0.39328301995021187	0.6716587848492124	0.15294803085493144	0.8361202935324255	0.26751872220841866	-0.15950339396074076	0.1438529443093333	0.9753696648669917
OGFR-AS1	0.3069946472837931	0.7922796961083632	0.1880001218751185	0.9103296816724141	0.2675396848733548	-0.07936189376365246	0.07157805247226977	0.9753696648669917
TUBA4A	0.2860172711545843	0.7322890654680367	0.15394644625794413	0.9645617536958775	0.26757640914169034	-0.1022329046936289	0.09221294469374362	0.9753696648669917
KIRREL3	0.24817790609571178	0.6054131716998676	0.1730631387802215	0.9845873354210657	0.2676467289053961	-0.1784112404110477	0.16094861064735436	0.9753696648669917
ABCC2	0.23733742570443894	0.8350396830042278	0.1934417338466199	0.9560809601271477	0.2676780866976701	-0.18787940683522097	0.16950115521169978	0.9753696648669917
ITPRID1	0.7031277572767552	0.6353404976244006	0.18266362004972014	0.8752350926040876	0.26773617251352233	0.23620280861331933	0.21312346149321298	0.9753696648669917
ZFP82	0.8028053247792941	0.7322653705342732	0.19074299553378715	0.8696559257623634	0.2677641300192387	0.0992077439923142	0.0895193979783081	0.9753696648669917
STAU2	0.2536565026458898	0.6651811585050038	0.20401345720216557	0.989819014898881	0.2678085873015684	-0.19751219543042306	0.17824027592119487	0.9753696648669917
C7orf50	0.9344636183363315	0.7404961896338118	0.22070047869436038	0.850413679387048	0.26787289047517215	0.36061226160259385	0.3254698624070938	0.9753696648669917
SLC30A3	0.24899015896602805	0.6659559866898122	0.14935547388389078	0.959109199422183	0.2679761601368259	-0.17328328612958274	0.15643023201073186	0.9753696648669917
C1D	0.7298118689734961	0.9032224493432639	0.18974647065219008	0.908789195967727	0.26800398130182346	0.1498448296269357	0.13527919959652515	0.9753696648669917
FAM135A-AS1	0.8109883004324627	0.6364337224422911	0.2252341668433362	0.856029048375437	0.26803331010908815	0.18145857319537492	0.16382997723764509	0.9753696648669917
ACY3	0.3099275672026821	0.7675691773683326	0.16079648949630154	0.9739014622205533	0.26807750560790766	-0.1673856054294509	0.1511381473236616	0.9753696648669917
NTMT1	0.8239413637930233	0.8204455033945526	0.18385789597507474	0.8542616430962583	0.26810291478983395	0.16430490903467695	0.14836435902070105	0.9753696648669917
SPTBN2	0.22782593413690932	0.6508278665400558	0.20172305497288656	0.9391292295051568	0.26813231064553067	-0.30292294698427585	0.2735507404104431	0.9753696648669917
EXTL2	0.5580054999999442	0.778063641234486	0.1530473404602981	0.9926487014243478	0.26816094457183215	0.10584580433757902	0.09558843542445539	0.9753696648669917
LOC105373805	0.8110103107743936	0.9356506612709834	0.25026751165313565	0.8360792280823217	0.26824194818719005	0.16430413048455003	0.14840676320530652	0.9753696648669917
SCNN1G	0.3196179417154844	0.7398749709336929	0.23402591655578064	0.9688597768986422	0.2682681315812482	-0.19504807504296326	0.1761856932062196	0.9753696648669917
CCDC154	0.8095329466897553	0.7552669981585605	0.18972903093010218	0.9421303443786145	0.2683582708356076	0.43798324312389364	0.395702011360382	0.9753696648669917
FAM166B	0.3669522670837122	0.7165547456897263	0.24303791443778966	0.9968978797211221	0.26836009981295006	-0.19698723695243206	0.1779715205129286	0.9753696648669917
LOXHD1	0.22935335948111135	0.5676879455298658	0.23165085260566998	0.9366542250434872	0.2684170947578629	-0.25701724373321594	0.23223431904272956	0.9753696648669917
UHRF1BP1L	0.8756051109013437	0.7029601058202897	0.15843017783244762	0.9693219807506835	0.26841939848837626	0.323035354937145	0.2918880292511103	0.9753696648669917
SACS	0.7681703216997119	0.6467467235650577	0.24246883565801292	0.9070811710429482	0.2684323179025059	0.23056147381309983	0.20833617652974248	0.9753696648669917
